"","timestamp","location","price","last4ccnum","datestamp","loyaltynum"
"299",2014-01-08 12:00:00,"Jack's Magical Beans",3.96,"6899",2014-01-08,"L6267"
"300",2014-01-08 12:00:00,"Brewed Awakenings",12.32,"2540",2014-01-08,"L5947"
"301",2014-01-08 12:00:00,"Bean There Done That",8.06,"1877",2014-01-08,NA
"302",2014-01-08 12:00:00,"Brewed Awakenings",15.03,"8332",2014-01-08,NA
"303",2014-01-08 12:00:00,"Bean There Done That",94.96,"1321",2014-01-08,NA
"304",2014-01-08 12:00:00,"Jack's Magical Beans",18.78,"9241",2014-01-08,"L3288"
"305",2014-01-08 12:00:00,"Jack's Magical Beans",12.37,"8156",2014-01-08,"L5224"
"306",2014-01-08 12:00:00,"Jack's Magical Beans",31.25,"2463",2014-01-08,NA
"307",2014-01-08 12:29:00,"Frank's Fuel",65.34,"3853",2014-01-08,"L1485"
"308",2014-01-08 12:45:00,"Abila Airport",2723.18,"8642",2014-01-08,"L2769"
"309",2014-01-08 12:56:00,"Chostus Hotel",107.51,"2540",2014-01-08,"L5947"
"310",2014-01-08 13:03:00,"Carlyle Chemical Inc.",4983.52,"4530",2014-01-08,"L8477"
"311",2014-01-08 13:10:00,"Abila Zacharo",22.13,"5407",2014-01-08,"L4034"
"312",2014-01-08 13:12:00,"Hippokampos",26.55,"8332",2014-01-08,"L2070"
"313",2014-01-08 13:15:00,"Hippokampos",9.03,"4795",2014-01-08,"L8566"
"314",2014-01-08 13:19:00,"Katerina's Cafe",29.26,"7792",2014-01-08,"L5756"
"315",2014-01-08 13:19:00,"Chostus Hotel",111.89,"9683",2014-01-08,"L7291"
"316",2014-01-08 13:21:00,"Ouzeri Elian",109.73,"8156",2014-01-08,NA
"317",2014-01-08 13:23:00,"Abila Zacharo",36.85,"2463",2014-01-08,"L6886"
"318",2014-01-08 13:26:00,"Hippokampos",16.59,"7253",2014-01-08,"L1682"
"319",2014-01-08 13:27:00,"Gelatogalore",32.79,"8411",2014-01-08,"L6110"
"320",2014-01-08 13:28:00,"Katerina's Cafe",8.53,"6899",2014-01-08,"L6267"
"321",2014-01-08 13:28:00,"Gelatogalore",20.72,"9405",2014-01-08,"L3259"
"322",2014-01-08 13:29:00,"Kalami Kafenion",24.08,"5921",2014-01-08,"L3295"
"323",2014-01-08 13:31:00,"Hippokampos",37.89,"1321",2014-01-08,"L4149"
"324",2014-01-08 13:32:00,"Guy's Gyros",30.12,"7384",2014-01-08,"L3800"
"325",2014-01-08 13:34:00,"Abila Zacharo",14.41,"1415",2014-01-08,"L7783"
"326",2014-01-08 13:34:00,"Katerina's Cafe",88.98,"1310",2014-01-08,NA
"327",2014-01-08 13:38:00,"Gelatogalore",50.36,"1286",2014-01-08,"L3288"
"328",2014-01-08 13:39:00,"Gelatogalore",119.75,"3484",2014-01-08,NA
"329",2014-01-08 13:40:00,"Guy's Gyros",77.9,"3853",2014-01-08,NA
"330",2014-01-08 13:41:00,"Katerina's Cafe",26.45,"2142",2014-01-08,"L9637"
"331",2014-01-08 13:42:00,"Gelatogalore",35.29,"7889",2014-01-08,"L6119"
"332",2014-01-08 13:42:00,"Kalami Kafenion",22.49,"8202",2014-01-08,"L2343"
"333",2014-01-08 13:42:00,"Katerina's Cafe",57.04,"6895",2014-01-08,NA
"334",2014-01-08 13:43:00,"Hippokampos",39.8,"9551",2014-01-08,"L5777"
"335",2014-01-08 13:44:00,"Kalami Kafenion",31.96,"7354",2014-01-08,"L9254"
"336",2014-01-08 13:45:00,"Kalami Kafenion",23.82,"3492",2014-01-08,"L7814"
"337",2014-01-08 13:46:00,"Abila Zacharo",28.25,"2681",2014-01-08,"L1107"
"338",2014-01-08 13:47:00,"Katerina's Cafe",27.05,"1877",2014-01-08,NA
"339",2014-01-08 13:47:00,"Gelatogalore",22.27,"2418",2014-01-08,"L9018"
"340",2014-01-08 13:47:00,"Ouzeri Elian",104.92,"5368",2014-01-08,NA
"341",2014-01-08 13:48:00,"Hippokampos",28.79,"9635",2014-01-08,"L3191"
"342",2014-01-08 13:48:00,"Gelatogalore",116.72,"7819",2014-01-08,NA
"343",2014-01-08 13:51:00,"Guy's Gyros",15.86,"1874",2014-01-08,"L4424"
"344",2014-01-08 13:51:00,"Abila Zacharo",30.85,"6901",2014-01-08,"L9363"
"345",2014-01-08 13:52:00,"Kalami Kafenion",14.77,"6816",2014-01-08,"L8148"
"346",2014-01-08 13:53:00,"Abila Zacharo",16.2,"9617",2014-01-08,"L5553"
"347",2014-01-08 13:57:00,"Guy's Gyros",10.34,"4434",2014-01-08,"L2169"
"348",2014-01-08 14:06:00,"Katerina's Cafe",22.94,"7108",2014-01-08,NA
"349",2014-01-08 14:09:00,"Kronos Pipe and Irrigation",3615.61,"4530",2014-01-08,"L8477"
"350",2014-01-08 14:15:00,"Kalami Kafenion",34.98,"7117",2014-01-08,"L6417"
"351",2014-01-08 14:17:00,"Gelatogalore",39.94,"4948",2014-01-08,"L9406"
"352",2014-01-08 14:19:00,"Kalami Kafenion",31.43,"8129",2014-01-08,"L8328"
"353",2014-01-08 14:26:00,"Carlyle Chemical Inc.",4901.88,"7792",2014-01-08,"L5756"
"354",2014-01-08 15:18:00,"Maximum Iron and Steel",3136.01,"4530",2014-01-08,"L8477"
"355",2014-01-08 15:29:00,"Abila Airport",2769.12,"8642",2014-01-08,"L2769"
"356",2014-01-08 19:21:00,"Hippokampos",10.52,"1415",2014-01-08,"L7783"
"357",2014-01-08 19:28:00,"Hippokampos",16.54,"2540",2014-01-08,"L5947"
"358",2014-01-08 19:32:00,"Katerina's Cafe",34.25,"5407",2014-01-08,"L4034"
"359",2014-01-08 19:36:00,"Guy's Gyros",15.69,"7354",2014-01-08,"L9254"
"360",2014-01-08 19:48:00,"Guy's Gyros",30.48,"4434",2014-01-08,"L2169"
"361",2014-01-08 20:00:00,"Katerina's Cafe",13.83,"8411",2014-01-08,"L6110"
"362",2014-01-08 20:02:00,"Hippokampos",32.66,"6895",2014-01-08,"L3366"
"363",2014-01-08 20:07:00,"Guy's Gyros",28.81,"7384",2014-01-08,"L3800"
"364",2014-01-08 20:07:00,"Frydos Autosupply n' More",214.07,"2418",2014-01-08,"L9018"
"365",2014-01-08 20:08:00,"Guy's Gyros",33.02,"5368",2014-01-08,NA
"366",2014-01-08 20:08:00,"Katerina's Cafe",31.59,"1310",2014-01-08,"L8012"
"367",2014-01-08 20:12:00,"Ouzeri Elian",62.2,"1286",2014-01-08,"L3288"
"368",2014-01-08 20:15:00,"Guy's Gyros",99.08,"3484",2014-01-08,NA
"369",2014-01-08 20:17:00,"Frydos Autosupply n' More",182.56,"3853",2014-01-08,"L1485"
"370",2014-01-08 20:17:00,"Guy's Gyros",18.24,"9683",2014-01-08,"L7291"
"371",2014-01-08 20:27:00,"Katerina's Cafe",33.31,"2142",2014-01-08,"L9637"
"372",2014-01-08 20:28:00,"Hippokampos",96.75,"7117",2014-01-08,NA
"373",2014-01-08 20:28:00,"Frydos Autosupply n' More",268.89,"6691",2014-01-08,"L6267"
"374",2014-01-08 20:31:00,"Katerina's Cafe",36.6,"7889",2014-01-08,"L6119"
"375",2014-01-08 20:35:00,"Katerina's Cafe",16.93,"8202",2014-01-08,"L2343"
"376",2014-01-08 20:42:00,"Katerina's Cafe",92.83,"5921",2014-01-08,NA
"377",2014-01-08 20:45:00,"Albert's Fine Clothing",136.01,"9635",2014-01-08,"L3191"
"378",2014-01-08 20:49:00,"Hippokampos",15.64,"8332",2014-01-08,"L2070"
"379",2014-01-08 20:53:00,"Hippokampos",26.31,"7688",2014-01-08,"L4164"
"380",2014-01-08 20:57:00,"Guy's Gyros",10.28,"6901",2014-01-08,NA
"381",2014-01-08 20:58:00,"Guy's Gyros",22.91,"7819",2014-01-08,NA
"382",2014-01-08 21:00:00,"General Grocer",265.84,"7108",2014-01-08,"L6544"
"383",2014-01-08 21:02:00,"Katerina's Cafe",28.86,"4948",2014-01-08,NA
"384",2014-01-08 21:09:00,"Katerina's Cafe",27.87,"1874",2014-01-08,"L4424"
"385",2014-01-08 21:16:00,"Ouzeri Elian",30.81,"9551",2014-01-08,NA
"386",2014-01-08 21:17:00,"Ouzeri Elian",29.85,"6899",2014-01-08,"L6267"
"387",2014-01-08 21:32:00,"Hippokampos",78.99,"2463",2014-01-08,NA
"388",2014-01-09 07:35:00,"Coffee Cameleon",12.47,"7253",2014-01-09,NA
"389",2014-01-09 07:36:00,"Brew've Been Served",70.71,"9683",2014-01-09,NA
"390",2014-01-09 07:37:00,"Hallowed Grounds",17.56,"1310",2014-01-09,"L8012"
"391",2014-01-09 07:37:00,"Coffee Cameleon",19.99,"5921",2014-01-09,"L3295"
"392",2014-01-09 07:42:00,"Hallowed Grounds",56.77,"7108",2014-01-09,NA
"393",2014-01-09 07:43:00,"Brew've Been Served",5.43,"5368",2014-01-09,NA
"394",2014-01-09 07:46:00,"Hallowed Grounds",75.24,"8129",2014-01-09,NA
"395",2014-01-09 07:46:00,"Brew've Been Served",4.4,"4948",2014-01-09,NA
"396",2014-01-09 07:48:00,"Brew've Been Served",5.3,"7384",2014-01-09,"L3800"
"397",2014-01-09 07:48:00,"Brew've Been Served",34.85,"7354",2014-01-09,NA
"398",2014-01-09 07:48:00,"Brew've Been Served",5.13,"4795",2014-01-09,"L8566"
"399",2014-01-09 07:50:00,"Hallowed Grounds",34.45,"9551",2014-01-09,NA
"400",2014-01-09 07:51:00,"Hallowed Grounds",19.22,"7889",2014-01-09,NA
"401",2014-01-09 07:56:00,"Brew've Been Served",98.25,"8202",2014-01-09,NA
"402",2014-01-09 07:57:00,"Hallowed Grounds",18.48,"9617",2014-01-09,"L5553"
"403",2014-01-09 07:57:00,"Brew've Been Served",5.26,"8411",2014-01-09,NA
"404",2014-01-09 07:57:00,"Hallowed Grounds",50.25,"9405",2014-01-09,NA
"405",2014-01-09 07:58:00,"Brew've Been Served",19.47,"6901",2014-01-09,"L9363"
"406",2014-01-09 08:00:00,"Brew've Been Served",6.61,"7819",2014-01-09,NA
"407",2014-01-09 08:00:00,"Brew've Been Served",6.21,"4434",2014-01-09,"L2169"
"408",2014-01-09 08:01:00,"Brew've Been Served",92.12,"3484",2014-01-09,NA
"409",2014-01-09 08:03:00,"Coffee Cameleon",16.13,"2142",2014-01-09,"L9637"
"410",2014-01-09 08:07:00,"Hallowed Grounds",65.68,"3492",2014-01-09,NA
"411",2014-01-09 08:14:00,"Brew've Been Served",17.64,"1286",2014-01-09,"L3572"
"412",2014-01-09 08:15:00,"Brew've Been Served",5.57,"5407",2014-01-09,NA
"413",2014-01-09 08:15:00,"Hallowed Grounds",15.33,"2681",2014-01-09,"L1107"
"414",2014-01-09 09:26:00,"Abila Airport",2358.22,"3506",2014-01-09,"L7761"
"415",2014-01-09 09:54:00,"Carlyle Chemical Inc.",529.47,"7792",2014-01-09,"L5756"
"416",2014-01-09 10:16:00,"Nationwide Refinery",674.28,"9735",2014-01-09,"L9633"
"417",2014-01-09 10:38:00,"Stewart and Sons Fabrication",1015.65,"3506",2014-01-09,"L7761"
"418",2014-01-09 11:21:00,"Carlyle Chemical Inc.",732.82,"4530",2014-01-09,"L8477"
"419",2014-01-09 11:34:00,"Nationwide Refinery",289.3,"7792",2014-01-09,"L5756"
"420",2014-01-09 11:37:00,"Stewart and Sons Fabrication",3544,"9735",2014-01-09,"L9633"
"421",2014-01-09 12:00:00,"Coffee Shack",5.01,"7117",2014-01-09,"L6417"
"422",2014-01-09 12:00:00,"Bean There Done That",13,"1415",2014-01-09,"L7783"
"423",2014-01-09 12:00:00,"Brewed Awakenings",11.76,"7688",2014-01-09,NA
"424",2014-01-09 12:00:00,"Jack's Magical Beans",10.11,"6899",2014-01-09,"L6267"
"425",2014-01-09 12:00:00,"Jack's Magical Beans",6,"3853",2014-01-09,"L1485"
"426",2014-01-09 12:00:00,"Brewed Awakenings",13.16,"2540",2014-01-09,"L5947"
"427",2014-01-09 12:00:00,"Bean There Done That",4.06,"1877",2014-01-09,"L3014"
"428",2014-01-09 12:00:00,"Brewed Awakenings",17.66,"8332",2014-01-09,"L2070"
"429",2014-01-09 12:00:00,"Bean There Done That",15.53,"1321",2014-01-09,NA
"430",2014-01-09 12:00:00,"Jack's Magical Beans",12.13,"9241",2014-01-09,NA
"431",2014-01-09 12:00:00,"Jack's Magical Beans",15.55,"8156",2014-01-09,NA
"432",2014-01-09 12:00:00,"Jack's Magical Beans",37.43,"2463",2014-01-09,NA
"433",2014-01-09 12:13:00,"Abila Airport",202.93,"8642",2014-01-09,NA
"434",2014-01-09 12:49:00,"Nationwide Refinery",1440.39,"3506",2014-01-09,NA
"435",2014-01-09 12:59:00,"Ouzeri Elian",31.03,"8332",2014-01-09,NA
"436",2014-01-09 13:03:00,"Katerina's Cafe",17.02,"7253",2014-01-09,"L1682"
"437",2014-01-09 13:12:00,"Gelatogalore",19.2,"5407",2014-01-09,"L4034"
"438",2014-01-09 13:18:00,"Abila Airport",4792.5,"2276",2014-01-09,"L3317"
"439",2014-01-09 13:21:00,"Ouzeri Elian",26.09,"7688",2014-01-09,"L4164"
"440",2014-01-09 13:21:00,"Gelatogalore",23.45,"4795",2014-01-09,"L8566"
"441",2014-01-09 13:21:00,"Guy's Gyros",105.4,"7354",2014-01-09,NA
"442",2014-01-09 13:23:00,"Gelatogalore",8.6,"6899",2014-01-09,"L6267"
"443",2014-01-09 13:23:00,"Gelatogalore",56.74,"2540",2014-01-09,NA
"444",2014-01-09 13:23:00,"Ouzeri Elian",22.4,"6816",2014-01-09,"L8148"
"445",2014-01-09 13:23:00,"Katerina's Cafe",16.98,"7792",2014-01-09,"L5756"
"446",2014-01-09 13:24:00,"Abila Zacharo",8.16,"3484",2014-01-09,"L2490"
"447",2014-01-09 13:27:00,"Kalami Kafenion",110.76,"6895",2014-01-09,NA
"448",2014-01-09 13:27:00,"Katerina's Cafe",25.85,"8156",2014-01-09,"L5224"
"449",2014-01-09 13:28:00,"Guy's Gyros",13.59,"7889",2014-01-09,"L6119"
"450",2014-01-09 13:29:00,"Hippokampos",27.47,"2418",2014-01-09,"L9018"
"451",2014-01-09 13:32:00,"Abila Zacharo",8.6,"2463",2014-01-09,"L6886"
"452",2014-01-09 13:35:00,"Katerina's Cafe",10.42,"3853",2014-01-09,"L1485"
"453",2014-01-09 13:35:00,"Gelatogalore",23.23,"8411",2014-01-09,"L6110"
"454",2014-01-09 13:36:00,"Hippokampos",27.93,"9683",2014-01-09,"L7291"
"455",2014-01-09 13:37:00,"Hippokampos",9.12,"1321",2014-01-09,"L4149"
"456",2014-01-09 13:38:00,"Kalami Kafenion",18.14,"7384",2014-01-09,"L3800"
"457",2014-01-09 13:40:00,"Abila Zacharo",20.73,"1874",2014-01-09,"L4424"
"458",2014-01-09 13:40:00,"Gelatogalore",11.94,"9405",2014-01-09,"L3259"
"459",2014-01-09 13:41:00,"Abila Zacharo",89.41,"9551",2014-01-09,NA
"460",2014-01-09 13:41:00,"Hippokampos",8.43,"9635",2014-01-09,"L3191"
"461",2014-01-09 13:41:00,"Hippokampos",39.22,"5368",2014-01-09,NA
"462",2014-01-09 13:43:00,"Guy's Gyros",74.91,"1415",2014-01-09,NA
"463",2014-01-09 13:44:00,"Guy's Gyros",15,"9617",2014-01-09,"L5553"
"464",2014-01-09 13:45:00,"Gelatogalore",24.68,"2681",2014-01-09,"L1107"
"465",2014-01-09 13:47:00,"Abila Zacharo",48.39,"1286",2014-01-09,"L3288"
"466",2014-01-09 13:51:00,"Hippokampos",13.84,"1310",2014-01-09,"L8012"
"467",2014-01-09 13:53:00,"Hippokampos",16.65,"2142",2014-01-09,NA
"468",2014-01-09 13:56:00,"Kalami Kafenion",19.84,"4948",2014-01-09,"L9406"
"469",2014-01-09 13:56:00,"Hippokampos",65.7,"4434",2014-01-09,NA
"470",2014-01-09 13:56:00,"Guy's Gyros",8.87,"6901",2014-01-09,NA
"471",2014-01-09 14:03:00,"Kalami Kafenion",35.99,"6691",2014-01-09,"L6267"
"472",2014-01-09 14:04:00,"Kalami Kafenion",10.94,"8129",2014-01-09,"L8328"
"473",2014-01-09 14:04:00,"Ouzeri Elian",32.89,"7108",2014-01-09,"L6544"
"474",2014-01-09 14:06:00,"Katerina's Cafe",8.01,"1877",2014-01-09,"L3014"
"475",2014-01-09 14:09:00,"Guy's Gyros",27.69,"8202",2014-01-09,"L2343"
"476",2014-01-09 14:12:00,"Abila Scrapyard",1158.36,"2276",2014-01-09,"L3317"
"477",2014-01-09 14:13:00,"Guy's Gyros",17.44,"5921",2014-01-09,"L3295"
"478",2014-01-09 14:15:00,"Abila Zacharo",14.37,"7819",2014-01-09,"L5259"
"479",2014-01-09 14:18:00,"Gelatogalore",36.75,"7117",2014-01-09,"L6417"
"480",2014-01-09 14:26:00,"Carlyle Chemical Inc.",382.43,"7792",2014-01-09,"L5756"
"481",2014-01-09 14:28:00,"Kronos Pipe and Irrigation",423.14,"4530",2014-01-09,"L8477"
"482",2014-01-09 15:00:00,"Stewart and Sons Fabrication",918.6,"2276",2014-01-09,"L3317"
"483",2014-01-09 15:16:00,"Maximum Iron and Steel",1527.14,"4530",2014-01-09,"L8477"
"484",2014-01-09 15:50:00,"Abila Airport",4538.52,"8642",2014-01-09,"L2769"
"485",2014-01-09 16:22:00,"Carlyle Chemical Inc.",2176.2,"7792",2014-01-09,"L5756"
"486",2014-01-09 16:27:00,"Nationwide Refinery",1322.5,"2276",2014-01-09,"L3317"
"487",2014-01-09 19:25:00,"Katerina's Cafe",35.92,"8129",2014-01-09,"L8328"
"488",2014-01-09 19:30:00,"Katerina's Cafe",26.6,"5921",2014-01-09,"L9406"
"489",2014-01-09 19:30:00,"Katerina's Cafe",26.6,"5921",2014-01-09,"L3295"
"490",2014-01-09 19:32:00,"Frydos Autosupply n' More",138.02,"3484",2014-01-09,"L2490"
"491",2014-01-09 19:41:00,"Guy's Gyros",31.81,"7354",2014-01-09,"L9254"
"492",2014-01-09 19:42:00,"Ouzeri Elian",27.08,"6899",2014-01-09,NA
"493",2014-01-09 19:43:00,"Ouzeri Elian",31.07,"9241",2014-01-09,NA
"494",2014-01-09 19:52:00,"Guy's Gyros",29.96,"6816",2014-01-09,"L8148"
"495",2014-01-09 20:05:00,"Hippokampos",15.02,"2540",2014-01-09,"L5947"
"496",2014-01-09 20:06:00,"Katerina's Cafe",26.6,"4948",2014-01-09,"L9406"
"497",2014-01-09 20:06:00,"Katerina's Cafe",26.6,"4948",2014-01-09,"L3295"
"498",2014-01-09 20:08:00,"Katerina's Cafe",19.02,"3492",2014-01-09,"L7814"
"499",2014-01-09 20:09:00,"Katerina's Cafe",90.97,"6691",2014-01-09,NA
"500",2014-01-09 20:15:00,"Hippokampos",70.68,"1877",2014-01-09,NA
"501",2014-01-09 20:19:00,"General Grocer",285.34,"4795",2014-01-09,"L8566"
"502",2014-01-09 20:20:00,"Katerina's Cafe",91.14,"9405",2014-01-09,NA
"503",2014-01-09 20:20:00,"Frydos Autosupply n' More",31.24,"6901",2014-01-09,NA
"504",2014-01-09 20:21:00,"Albert's Fine Clothing",224.52,"7117",2014-01-09,"L6417"
"505",2014-01-09 20:21:00,"Frydos Autosupply n' More",120.65,"1321",2014-01-09,NA
"506",2014-01-09 20:22:00,"Katerina's Cafe",29.82,"8202",2014-01-09,"L2343"
"507",2014-01-09 20:23:00,"Guy's Gyros",8.23,"7889",2014-01-09,"L2247"
"508",2014-01-09 20:23:00,"Guy's Gyros",8.23,"7889",2014-01-09,"L6119"
"509",2014-01-09 20:24:00,"Guy's Gyros",18.26,"1286",2014-01-09,"L3572"
"510",2014-01-09 20:27:00,"Katerina's Cafe",53.78,"5407",2014-01-09,NA
"511",2014-01-09 20:29:00,"Guy's Gyros",23.34,"7253",2014-01-09,NA
"512",2014-01-09 20:38:00,"Katerina's Cafe",30.69,"2418",2014-01-09,NA
"513",2014-01-09 20:38:00,"Guy's Gyros",8.23,"5368",2014-01-09,"L2247"
"514",2014-01-09 20:38:00,"Guy's Gyros",8.23,"5368",2014-01-09,"L6119"
"515",2014-01-09 20:39:00,"Guy's Gyros",35.05,"7384",2014-01-09,"L3800"
"516",2014-01-09 20:41:00,"Hippokampos",9.13,"2463",2014-01-09,"L6886"
"517",2014-01-09 20:45:00,"Frydos Autosupply n' More",276.75,"3853",2014-01-09,"L1485"
"518",2014-01-09 21:01:00,"Hippokampos",24.96,"6895",2014-01-09,"L3366"
"519",2014-01-09 21:09:00,"Guy's Gyros",31.31,"4434",2014-01-09,"L2169"
"520",2014-01-09 21:12:00,"Hippokampos",23.66,"8156",2014-01-09,"L5224"
"521",2014-01-09 21:13:00,"Shoppers' Delight",258.43,"2681",2014-01-09,"L1107"
"522",2014-01-09 21:18:00,"Katerina's Cafe",8.57,"1310",2014-01-09,"L8012"
"523",2014-01-09 21:27:00,"Albert's Fine Clothing",229.98,"8332",2014-01-09,"L2070"
"524",2014-01-09 21:38:00,"Hippokampos",10.12,"9635",2014-01-09,"L3191"
"525",2014-01-10 07:34:00,"Hallowed Grounds",16.75,"8129",2014-01-10,"L8328"
"526",2014-01-10 07:35:00,"Brew've Been Served",15.85,"6816",2014-01-10,"L8148"
"527",2014-01-10 07:40:00,"Coffee Cameleon",8.51,"7253",2014-01-10,"L1682"
"528",2014-01-10 07:41:00,"Hallowed Grounds",12.03,"1874",2014-01-10,"L4424"
"529",2014-01-10 07:41:00,"Hallowed Grounds",8.34,"9617",2014-01-10,"L5553"
"530",2014-01-10 07:41:00,"Hallowed Grounds",11.49,"1310",2014-01-10,"L8012"
"531",2014-01-10 07:45:00,"Brew've Been Served",5.01,"3484",2014-01-10,"L2490"
"532",2014-01-10 07:45:00,"Hallowed Grounds",11.38,"3492",2014-01-10,NA
"533",2014-01-10 07:46:00,"Hallowed Grounds",17.63,"2681",2014-01-10,"L1107"
"534",2014-01-10 07:47:00,"Brew've Been Served",44.88,"4948",2014-01-10,NA
"535",2014-01-10 07:47:00,"Coffee Cameleon",11.54,"5921",2014-01-10,"L3295"
"536",2014-01-10 07:48:00,"Brew've Been Served",13.32,"9405",2014-01-10,"L3259"
"537",2014-01-10 07:49:00,"Hallowed Grounds",10.34,"7889",2014-01-10,"L6119"
"538",2014-01-10 07:49:00,"Brew've Been Served",89.93,"9683",2014-01-10,NA
"539",2014-01-10 07:50:00,"Hallowed Grounds",10.76,"7108",2014-01-10,"L6544"
"540",2014-01-10 07:51:00,"Brew've Been Served",12.77,"5407",2014-01-10,NA
"541",2014-01-10 07:54:00,"Brew've Been Served",83.44,"7384",2014-01-10,NA
"542",2014-01-10 07:54:00,"Coffee Cameleon",9.69,"2418",2014-01-10,"L9018"
"543",2014-01-10 07:55:00,"Brew've Been Served",85.91,"5368",2014-01-10,NA
"544",2014-01-10 07:56:00,"Brew've Been Served",97.25,"4795",2014-01-10,NA
"545",2014-01-10 07:56:00,"Brew've Been Served",90.72,"7354",2014-01-10,NA
"546",2014-01-10 07:59:00,"Abila Airport",4039.36,"9614",2014-01-10,NA
"547",2014-01-10 08:01:00,"Brew've Been Served",5.89,"1286",2014-01-10,"L3572"
"548",2014-01-10 08:01:00,"Brew've Been Served",5.31,"6901",2014-01-10,"L9363"
"549",2014-01-10 08:06:00,"Hallowed Grounds",9.34,"6691",2014-01-10,"L6267"
"550",2014-01-10 08:09:00,"Brew've Been Served",14.45,"3853",2014-01-10,"L1485"
"551",2014-01-10 08:09:00,"Brew've Been Served",3.03,"7819",2014-01-10,"L5259"
"552",2014-01-10 08:11:00,"Coffee Cameleon",13.25,"2142",2014-01-10,NA
"553",2014-01-10 08:17:00,"Brew've Been Served",8.47,"8202",2014-01-10,NA
"554",2014-01-10 08:17:00,"Brew've Been Served",12.64,"4434",2014-01-10,"L2169"
"555",2014-01-10 08:20:00,"Brew've Been Served",14.36,"8411",2014-01-10,"L6110"
"556",2014-01-10 09:09:00,"Carlyle Chemical Inc.",227.81,"9614",2014-01-10,"L5924"
"557",2014-01-10 09:30:00,"Kronos Mart",203.91,"7688",2014-01-10,NA
"558",2014-01-10 10:00:00,"Nationwide Refinery",1552.82,"9735",2014-01-10,"L9633"
"559",2014-01-10 10:40:00,"Nationwide Refinery",2302.73,"9614",2014-01-10,NA
"560",2014-01-10 11:49:00,"Stewart and Sons Fabrication",4074.1,"9735",2014-01-10,"L9633"
"561",2014-01-10 12:00:00,"Bean There Done That",15.39,"1415",2014-01-10,"L7783"
"562",2014-01-10 12:00:00,"Bean There Done That",3.92,"9635",2014-01-10,"L3191"
"563",2014-01-10 12:00:00,"Brewed Awakenings",13.82,"7688",2014-01-10,"L4164"
"564",2014-01-10 12:00:00,"Jack's Magical Beans",15.69,"6899",2014-01-10,"L6267"
"565",2014-01-10 12:00:00,"Brewed Awakenings",6.17,"2540",2014-01-10,"L5947"
"566",2014-01-10 12:00:00,"Bean There Done That",13.41,"1877",2014-01-10,"L3014"
"567",2014-01-10 12:00:00,"Brewed Awakenings",13.9,"8332",2014-01-10,"L2070"
"568",2014-01-10 12:00:00,"Bean There Done That",18.67,"1321",2014-01-10,"L4149"
"569",2014-01-10 12:00:00,"Bean There Done That",9.3,"6895",2014-01-10,"L3366"
"570",2014-01-10 12:00:00,"Jack's Magical Beans",16.29,"9241",2014-01-10,"L3288"
"571",2014-01-10 12:00:00,"Jack's Magical Beans",5.46,"8156",2014-01-10,"L5224"
"572",2014-01-10 12:00:00,"Jack's Magical Beans",8.22,"2463",2014-01-10,NA
"573",2014-01-10 12:10:00,"Stewart and Sons Fabrication",4195.49,"9614",2014-01-10,"L5924"
"574",2014-01-10 13:08:00,"Chostus Hotel",133.25,"9683",2014-01-10,NA
"575",2014-01-10 13:11:00,"Chostus Hotel",197.41,"2540",2014-01-10,NA
"576",2014-01-10 13:12:00,"Guy's Gyros",36.44,"8156",2014-01-10,"L5224"
"577",2014-01-10 13:16:00,"Ouzeri Elian",30.71,"9551",2014-01-10,NA
"578",2014-01-10 13:20:00,"Hippokampos",79.26,"4795",2014-01-10,NA
"579",2014-01-10 13:25:00,"Guy's Gyros",26.76,"6816",2014-01-10,"L8148"
"580",2014-01-10 13:27:00,"Guy's Gyros",15.93,"7253",2014-01-10,"L1682"
"581",2014-01-10 13:29:00,"Abila Zacharo",113.33,"6899",2014-01-10,NA
"582",2014-01-10 13:30:00,"Katerina's Cafe",34.76,"7688",2014-01-10,"L4164"
"583",2014-01-10 13:30:00,"Kalami Kafenion",35.69,"3484",2014-01-10,"L2490"
"584",2014-01-10 13:35:00,"Gelatogalore",26.15,"1415",2014-01-10,"L7783"
"585",2014-01-10 13:35:00,"Ouzeri Elian",35.24,"3853",2014-01-10,"L1485"
"586",2014-01-10 13:35:00,"Kalami Kafenion",101.5,"9241",2014-01-10,"L3288"
"587",2014-01-10 13:36:00,"Abila Zacharo",36.73,"1310",2014-01-10,"L8012"
"588",2014-01-10 13:36:00,"Katerina's Cafe",25.36,"7354",2014-01-10,"L9254"
"589",2014-01-10 13:38:00,"Guy's Gyros",26.68,"7384",2014-01-10,"L3800"
"590",2014-01-10 13:38:00,"Katerina's Cafe",21.22,"2418",2014-01-10,"L9018"
"591",2014-01-10 13:40:00,"Hippokampos",32.01,"2463",2014-01-10,"L6886"
"592",2014-01-10 13:44:00,"Guy's Gyros",38.15,"8411",2014-01-10,"L6110"
"593",2014-01-10 13:44:00,"Ouzeri Elian",20.46,"9405",2014-01-10,"L3259"
"594",2014-01-10 13:45:00,"Kalami Kafenion",27.48,"5407",2014-01-10,"L4034"
"595",2014-01-10 13:46:00,"Abila Zacharo",31.34,"2681",2014-01-10,"L1107"
"596",2014-01-10 13:47:00,"Guy's Gyros",31.5,"9635",2014-01-10,"L3191"
"597",2014-01-10 13:47:00,"Katerina's Cafe",25.62,"6895",2014-01-10,"L3366"
